selection_rank,selection_stage,selection_reason,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
73,representative_base,base_representative,gaia2,gaia2-cli/0303_a4r2s3358vo2oaf5boi4xjoik93mwob2,gaia2/gaia2-cli/0303_a4r2s3358vo2oaf5boi4xjoik93mwob2,base_representative,0.6152662373619573,0.6752662373619573,easy,0.29166662499999996,0.9846153846153847,0.23846153846153847,0.9207920792079208,16,0.708333375,0.708333375,0.3886408072801406,0.8098196156254104,0.33426980438619175,0.06864519179093798,2.0,51.0,19.0,True,False,False,False,False
74,representative_base,base_representative,swebenchpro,instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,swebenchpro/instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,base_representative,0.6131993243243243,0.6731993243243244,medium,0.3125,0.9864864864864865,0.21621621621621623,0.905,16,0.6875,0.6875,0.4325112554733403,0.7703169049560663,0.4065085913345105,0.04722411037019225,2.0,59.0,18.0,True,False,False,False,False
75,representative_base,base_representative;high_composite,swtbench,matplotlib__matplotlib-24177,swtbench/matplotlib__matplotlib-24177,base_representative;high_composite,0.6130237991071428,0.6730237991071428,medium,0.41666662499999996,1.0,0.07142857142857142,0.94,16,0.583333375,0.583333375,0.4330127259485099,0.7192462705275864,0.3798350510625859,0.11697841610112147,1.0,47.0,7.0,True,False,False,False,True
76,representative_base,base_representative,livecodebench,abc348_d,livecodebench/abc348_d,base_representative,0.612239578125,0.6722395781249999,easy,0.20833331249999998,0.9947916666666666,0.3229166666666667,0.875,16,0.7916666875,0.7916666875,0.3886407871780056,0.6769039122217682,0.33942788360281856,2.220446049250313e-16,1.0,69.0,23.0,True,False,False,False,False
77,representative_base,base_representative,livecodebench,abc377_g,livecodebench/abc377_g,base_representative,0.612239578125,0.6722395781249999,easy,0.20833331249999998,0.9947916666666666,0.3229166666666667,0.875,16,0.7916666875,0.7916666875,0.3886407871780056,0.6769039122217682,0.33942788360281856,2.220446049250313e-16,2.0,71.0,24.0,True,False,False,False,False
78,representative_base,base_representative;high_composite,compilebench,curl-ssl-arm64-static2,compilebench/curl-ssl-arm64-static2,base_representative;high_composite,0.6095833229166667,0.6695833229166668,easy,0.29166662499999996,0.9333333333333333,0.3,0.9,16,0.708333375,0.708333375,0.3886408072801406,0.8052249355609673,0.3422256889466963,0.04597691636944601,2.0,12.0,2.0,True,False,False,False,True
79,representative_base,base_representative,bigcodebench,bigcodebench_108,bigcodebench/bigcodebench_108,base_representative,0.6091166312029122,0.6691166312029122,easy,0.27083337500000004,0.9915966386554622,0.3739495798319328,0.6724137931034483,16,0.729166625,0.729166625,0.3378599803461256,0.7957935240161149,0.2718388402802321,0.15189043984357264,2.0,75.0,36.0,True,False,False,False,False
80,representative_base,base_representative,swebench-verified,pydata__xarray-6721,swebench-verified/pydata__xarray-6721,base_representative,0.6078962609707447,0.6678962609707446,medium,0.31249993749999994,1.0,0.21808510638297873,0.835,16,0.6875000625000001,0.6875000625000001,0.4161455042760688,0.7497272679476443,0.38288878264569676,0.03508775306696932,1.0,75.0,17.0,True,False,False,False,False
81,representative_base,base_representative,mmau,6aee68bf-6629-442b-981d-ae8195597c8e,mmau/6aee68bf-6629-442b-981d-ae8195597c8e,base_representative,0.6010247252747253,0.6610247252747252,easy,0.125,0.989010989010989,0.5164835164835165,0.63,16,0.875,0.875,0.3307189138830738,0.5642281850539947,0.24797351149291172,0.1175021813734144,2.0,45.0,17.0,True,False,False,False,False
82,representative_base,base_representative,swebench-verified,scikit-learn__scikit-learn-9288,swebench-verified/scikit-learn__scikit-learn-9288,base_representative,0.6003953796542554,0.6603953796542554,easy,0.29166662499999996,0.9893617021276596,0.19680851063829788,0.88,16,0.708333375,0.708333375,0.4228704777733182,0.715301976495278,0.3820332373539755,0.03435975155993687,2.0,77.0,20.0,True,False,False,False,False
83,representative_base,base_representative;high_composite,aime,aime_73,aime/aime_73,base_representative;high_composite,0.5996078275122548,0.6596078275122548,easy,0.24999993749999994,0.9803921568627451,0.20588235294117646,0.95,16,0.7500000625000001,0.7500000625000001,0.3818812942743904,0.5068996322278089,0.2914454027722467,0.02899161314289944,2.0,41.0,8.0,True,False,False,False,True
84,representative_base,base_representative,usaco,111,usaco/111,base_representative,0.5994406513573232,0.6594406513573232,easy,0.2708333125,0.98989898989899,0.20707070707070707,0.89,16,0.7291666875,0.7291666875,0.4284784094862188,0.3901245351526698,0.37494631663229877,0.016583143593962513,2.0,79.0,20.0,True,False,False,False,False
85,representative_base,base_representative,quixbugs,quixbugs-python-find_in_sorted,quixbugs/quixbugs-python-find_in_sorted,base_representative,0.599270828125,0.6592708281249999,easy,0.14583331249999998,0.9875,0.41875,0.75,16,0.8541666875,0.8541666875,0.3326816428972898,0.9049378408299864,0.3275445091507738,0.006878128949612816,2.0,47.0,14.0,True,False,False,False,False
86,representative_base,base_representative,usaco,132,usaco/132,base_representative,0.5954797979797979,0.6554797979797979,easy,0.25,1.0,0.1919191919191919,0.9,16,0.75,0.75,0.4330127018922193,0.407302853674784,0.3787089851856751,0.016130055554108402,1.0,81.0,24.0,True,False,False,False,False
87,representative_base,base_representative,lawbench,lawbench-3-4-13-zero-shot,lawbench/lawbench-3-4-13-zero-shot,base_representative,0.5910689422825561,0.6510689422825562,medium,0.32710312500000005,0.9943502824858758,0.06497175141242938,0.9668508287292817,16,0.672896875,0.672896875,0.3324816294870431,0.7342376211414133,0.2618704082724688,0.015647118797953774,2.0,166.0,38.0,True,False,False,False,False
88,representative_base,base_representative;high_composite,financeagent_terminal,financeagent-29,financeagent_terminal/financeagent-29,base_representative;high_composite,0.5909791510416667,0.6509791510416667,medium,0.37499993749999994,1.0,0.07291666666666667,0.86,16,0.6250000625000001,0.6250000625000001,0.4389855789677875,0.7812256647813419,0.4142672104534219,0.029566148966273076,1.0,45.0,8.0,True,False,False,False,True
89,representative_base,base_representative,gso,gso-pandas-dev--pandas-45f0705,gso/gso-pandas-dev--pandas-45f0705,base_representative,0.5907598039215687,0.6507598039215687,medium,0.375,0.9888888888888889,0.03888888888888889,0.9411764705882353,16,0.625,0.625,0.4228705147231833,0.7907225506935814,0.39622532191077364,0.017614960038570993,2.0,87.0,34.0,True,False,False,False,False
90,representative_base,base_representative,lawbench,lawbench-3-5-3-zero-shot,lawbench/lawbench-3-5-3-zero-shot,base_representative,0.5901623230395714,0.6501623230395714,medium,0.30230737500000004,1.0,0.06497175141242938,0.988950276243094,16,0.697692625,0.697692625,0.3508414069078924,0.7245897735978679,0.2726786701539698,0.015647118797953774,1.0,167.0,40.0,True,False,False,False,False
91,representative_base,base_representative,deepsynth,69,deepsynth/69,base_representative,0.5877281607142857,0.6477281607142857,medium,0.3680555,1.0,0.04285714285714286,0.9,16,0.6319445,0.6319445,0.4404661435469529,0.7916522301698927,0.4034445133938319,0.0377797290130345,1.0,35.0,12.0,True,False,False,False,False
92,representative_base,base_representative,bigcodebench,bigcodebench_511,bigcodebench/bigcodebench_511,base_representative,0.5868793465662127,0.6468793465662126,easy,0.1875,1.0,0.31932773109243695,0.7344827586206897,16,0.8125,0.8125,0.3529390685530931,0.7971429813399151,0.3080174137895651,0.11587686032820788,1.0,82.0,44.0,True,False,False,False,False
93,representative_base,base_representative,widesearch,widesearch/widesearch-ws-zh-018,widesearch/widesearch/widesearch-ws-zh-018,base_representative,0.58051228125,0.6405122812499999,medium,0.33604912499999995,0.99,0.03,0.95,16,0.663950875,0.663950875,0.3525151869595257,0.8686306125904054,0.32523253149182485,0.0310279877717633,2.0,98.0,21.0,True,False,False,False,False
94,representative_base,base_representative,spreadsheetbench,59639,spreadsheetbench/59639,base_representative,0.5802236342474489,0.640223634247449,easy,0.2708333125,0.9948979591836735,0.13520408163265307,0.87,16,0.7291666875,0.7291666875,0.4284784094862188,0.8252534217729248,0.3685012791734778,0.016583143593962513,2.0,171.0,44.0,True,False,False,False,False
95,representative_base,base_representative,aa-lcr,aa-lcr/aa-lcr-19,aa-lcr/aa-lcr/aa-lcr-19,base_representative,0.5800390668520309,0.6400390668520308,easy,0.27083325,0.9893617021276596,0.19148936170212766,0.7878787878787878,16,0.72916675,0.72916675,0.3767320970088526,0.8246940400209545,0.32518314313639757,0.07021360998493387,2.0,77.0,19.0,True,False,False,False,False
96,representative_base,base_representative,sldbench,sft_scaling_law,sldbench/sft_scaling_law,base_representative,0.578358953125,0.638358953125,easy,0.20093581250000003,1.0,0.1875,0.875,16,0.7990641875,0.7990641875,0.3214750113109919,0.8610738202132511,0.28571448072848066,0.08126021510190495,1.0,8.0,3.0,True,False,False,False,False
97,representative_base,base_representative,swebenchpro,instance_navidrome__navidrome-09ae41a2da66264c60ef307882362d2e2d8d8b89,swebenchpro/instance_navidrome__navidrome-09ae41a2da66264c60ef307882362d2e2d8d8b89,base_representative,0.5761328724662161,0.6361328724662161,easy,0.29166662499999996,1.0,0.11486486486486487,0.83,16,0.708333375,0.708333375,0.4228704777733182,0.8299521257559546,0.41036375288954957,0.033805183251483184,1.0,66.0,30.0,True,False,False,False,False
98,representative_base,base_representative,deepsynth,13,deepsynth/13,base_representative,0.5757142700892858,0.6357142700892857,medium,0.37499993750000005,0.9714285714285714,0.04285714285714286,0.875,16,0.6250000625,0.6250000625,0.4389855789677875,0.7738913418530174,0.3885508876218945,0.0377797290130345,2.0,34.0,15.0,True,False,False,False,False
99,representative_base,base_representative,bfcl,bfcl-simple-python-265,bfcl/bfcl-simple-python-265,base_representative,0.5680992026266416,0.6280992026266417,easy,0.125,0.9903846153846154,0.34134615384615385,0.6991869918699187,16,0.875,0.875,0.2856522993275653,0.6318960460384236,0.24382152814887484,0.047895587960823605,2.0,70.0,31.0,True,False,False,False,False
100,representative_base,base_representative,bfcl,bfcl-simple-python-282,bfcl/bfcl-simple-python-282,base_representative,0.5669696007856473,0.6269696007856473,easy,0.14583337500000004,1.0,0.3269230769230769,0.6585365853658537,16,0.854166625,0.854166625,0.2626984468137552,0.566965707508442,0.24458903471950783,0.04757571478918121,1.0,71.0,32.0,True,False,False,False,False
101,representative_base,base_representative,swebench-multilingual,swe-bench/swebench_multilingual__redis__redis-11631,swebench-multilingual/swe-bench/swebench_multilingual__redis__redis-11631,base_representative,0.5529374947916667,0.6129374947916666,easy,0.2708333125,1.0,0.07291666666666667,0.78,16,0.7291666875,0.7291666875,0.4284784094862188,0.7121038153486976,0.4099832970276281,0.016583143593962513,1.0,46.0,14.0,True,False,False,False,False
102,representative_base,base_representative,qcircuitbench,deutsch_jozsa-n8,qcircuitbench/deutsch_jozsa-n8,base_representative,0.5521383928571428,0.6121383928571429,easy,0.193125,0.96,0.2,0.7857142857142857,16,0.806875,0.806875,0.3882125505119586,0.7280038322085411,0.31745103714310136,0.09048686208317658,2.0,21.0,9.0,True,False,False,False,False
103,representative_base,base_representative,ineqmath,39,ineqmath/39,base_representative,0.54675,0.6067499999999999,easy,0.125,0.984375,0.296875,0.645,16,0.875,0.875,0.3307189138830738,0.1029918197022855,0.27395500529738737,3.3306690738754696e-16,2.0,67.0,21.0,True,False,False,False,False
104,representative_base,base_representative,medagentbench,task4_5,medagentbench/task4_5,base_representative,0.5449762008928571,0.6049762008928572,easy,0.20833337500000004,0.9857142857142858,0.07857142857142857,0.855,16,0.791666625,0.791666625,0.3703414856213578,0.8052732142534309,0.3072635868533566,0.03778439577909043,2.0,66.0,27.0,True,False,False,False,False
105,representative_base,base_representative,swebench-multilingual,swe-bench/swebench_multilingual__laravel__framework-53949,swebench-multilingual/swe-bench/swebench_multilingual__laravel__framework-53949,base_representative,0.542875,0.602875,easy,0.25,0.96875,0.03125,0.89,16,0.75,0.75,0.4330127018922193,0.7047362788431745,0.40270186507854766,0.0,2.0,47.0,15.0,True,False,False,False,False
106,representative_base,base_representative,humanevalfix,python-132,humanevalfix/python-132,base_representative,0.5347252060143671,0.5947252060143671,easy,0.08333331249999998,0.9869281045751634,0.10130718954248366,0.9542682926829268,16,0.9166666875,0.9166666875,0.2499999791666788,0.8044052260184724,0.2428756785623004,0.0,1.0,129.0,28.0,True,False,False,False,False
107,representative_base,base_representative,humanevalfix,python-152,humanevalfix/python-152,base_representative,0.5347252060143671,0.5947252060143671,easy,0.08333331249999998,0.9869281045751634,0.10130718954248366,0.9542682926829268,16,0.9166666875,0.9166666875,0.2499999791666788,0.8044052260184724,0.2428756785623004,0.0,2.0,136.0,29.0,True,False,False,False,False
108,representative_base,base_representative,cybergym,cybergym_arvo_47101,cybergym/cybergym_arvo_47101,base_representative,0.46854167187499995,0.528541671875,easy,0.10416668750000002,0.9,0.15,0.6,16,0.8958333125,0.8958333125,0.2818281511326359,0.7963466425841931,0.23337190232659386,0.022102125303032683,2.0,10.0,7.0,True,False,False,False,False
109,diverse_fill,unique_unpredictable;high_composite,bfcl,bfcl-live-simple-123-79-0,bfcl/bfcl-live-simple-123-79-0,unique_unpredictable;high_composite,0.881785516973499,0.9217855169734991,medium,0.5833334375,0.9807692307692307,1.0,0.9512195121951219,16,0.4166665625,0.4166665625,0.4166666875000281,0.5712352404801807,0.21889191400418134,0.39731569012514967,3.0,1.0,1.0,False,False,False,True,True
110,diverse_fill,difficult;unique_unpredictable;high_composite,reasoning-gym,reasoning-gym-games-knight-swap-easy00cea0a5-seed45-1,reasoning-gym/reasoning-gym-games-knight-swap-easy00cea0a5-seed45-1,difficult;unique_unpredictable;high_composite,0.8044828764880952,0.8844828764880953,hard,0.729166625,0.7523809523809524,0.960952380952381,0.7907986111111112,16,0.270833375,0.270833375,0.3378599803461256,0.4108616646460186,0.15880370987382844,0.3093566907103976,131.0,22.0,5.0,False,True,False,True,True
111,diverse_fill,difficult;unique_unpredictable;high_composite,gaia2,gaia2-cli/0571_1k1ppcoxefgravh34lzycqi20saehz8r,gaia2/gaia2-cli/0571_1k1ppcoxefgravh34lzycqi20saehz8r,difficult;unique_unpredictable;high_composite,0.7887653961705064,0.8687653961705065,hard,0.7291666875,0.6923076923076923,0.8923076923076924,0.9405940594059405,16,0.2708333125,0.2708333125,0.3947353334919042,0.457452047772962,0.24549354211654653,0.27981731868261517,21.0,8.0,1.0,False,True,False,True,True
112,diverse_fill,unique_unpredictable;high_composite,kumo,wildlifeenv-t4-a6-v1-s0,kumo/wildlifeenv-t4-a6-v1-s0,unique_unpredictable;high_composite,0.8280128309294872,0.8680128309294872,medium,0.583333375,0.841025641025641,0.9512820512820512,1.0,16,0.416666625,0.416666625,0.43301272594851,0.5784261828876935,0.1929035579406578,0.26943617911919104,32.0,11.0,1.0,False,False,False,True,True
113,diverse_fill,unique_unpredictable;high_composite,aime,aime_i-14,aime/aime_i-14,unique_unpredictable;high_composite,0.8209558667279412,0.8609558667279412,medium,0.6249999375000002,0.7843137254901961,0.9607843137254902,1.0,16,0.3750000624999999,0.3750000624999999,0.4061164930199322,0.2212840087631969,0.20920454429345411,0.33294340102173425,12.0,3.0,1.0,False,False,False,True,True
114,diverse_fill,difficult;unique_unpredictable;high_composite,gpqa-diamond,113,gpqa-diamond/113,difficult;unique_unpredictable;high_composite,0.7774234053239578,0.8574234053239579,hard,0.75,0.6795580110497238,0.8674033149171271,0.9015151515151515,16,0.25,0.25,0.3996526443189448,0.3981706674773025,0.17504687663800805,0.27643198563505345,59.0,25.0,1.0,False,True,False,True,True
115,diverse_fill,difficult;unique_unpredictable;high_composite,algotune,algotune-two-eigenvalues-around-0,algotune/algotune-two-eigenvalues-around-0,difficult;unique_unpredictable;high_composite,0.759613740327381,0.8396137403273811,hard,0.7146454375000001,0.7142857142857143,0.8095238095238095,0.8571428571428571,16,0.2853545624999999,0.2853545624999999,0.3081698967860441,0.4880963609725678,0.15705360737342536,0.2960454196837198,37.0,25.0,3.0,False,True,False,True,True
116,diverse_fill,unique_unpredictable;high_composite,featurebench-modal,linkedin__liger-kernel.c856fbab.test_poly_norm.7b0e3399.lv1,featurebench-modal/linkedin__liger-kernel.c856fbab.test_poly_norm.7b0e3399.lv1,unique_unpredictable;high_composite,0.798335498960499,0.8383354989604991,medium,0.5625,0.8910256410256411,0.8044871794871795,0.9648648648648649,16,0.4375,0.4375,0.436506840979898,0.4908610181232071,0.2998419883232027,0.16367263890096895,18.0,31.0,1.0,False,False,False,True,True
117,diverse_fill,unique_unpredictable;high_composite,arc-agi-2,b10624e5_0,arc-agi-2/b10624e5_0,unique_unpredictable;high_composite,0.7871403560855263,0.8271403560855264,medium,0.6666666875,0.8842105263157894,0.8,0.74,16,0.3333333125,0.3333333125,0.4249183091424336,0.5227120183941272,0.3774424157011184,0.09181021736294503,12.0,20.0,2.0,False,False,False,True,True
118,diverse_fill,difficult;unique_unpredictable;high_composite,omnimath,omnimath_4155,omnimath/omnimath_4155,difficult;unique_unpredictable;high_composite,0.74327084375,0.82327084375,hard,0.708333375,0.65,0.86875,0.81,16,0.2916666249999999,0.2916666249999999,0.3510896084968685,0.4036279542026391,0.15747149152838796,0.29197144447773393,57.0,22.0,5.0,False,True,False,True,True
119,diverse_fill,difficult;unique_unpredictable;high_composite,pixiu,pixiu-smcikm-cikmsm3831,pixiu/pixiu-smcikm-cikmsm3831,difficult;unique_unpredictable;high_composite,0.740409487966954,0.8204094879669541,hard,0.7291666875,0.5977011494252874,0.896551724137931,0.8318965517241379,16,0.2708333125,0.2708333125,0.3578242859534409,0.3044052685618552,0.15371019591100527,0.32217257415563594,36.0,10.0,3.0,False,True,False,True,True
120,diverse_fill,unique_unpredictable;high_composite,crustbench,crustbench-rhbloom,crustbench/crustbench-rhbloom,unique_unpredictable;high_composite,0.7765625052083334,0.8165625052083334,medium,0.4166666875,0.875,0.8645833333333334,1.0,16,0.5833333125,0.5833333125,0.4787135647580292,0.6779617677520217,0.3222897079472215,0.18615858980315114,13.0,14.0,1.0,False,False,False,True,True
121,diverse_fill,unique_unpredictable;high_composite,lawbench,lawbench-1-1-3-zero-shot,lawbench/lawbench-1-1-3-zero-shot,unique_unpredictable;high_composite,0.775281661907521,0.815281661907521,medium,0.506551625,0.7740112994350282,0.9209039548022598,0.9834254143646409,16,0.493448375,0.493448375,0.350763381631741,0.7492286430075883,0.20736471669924245,0.15918643170274926,41.0,15.0,1.0,False,False,False,True,True
122,diverse_fill,difficult;high_composite,swe-lancer,25929-manager-0,swe-lancer/25929-manager-0,difficult;high_composite,0.7733253650265957,0.8133253650265957,hard,0.770833375,0.7978723404255319,0.7074468085106383,0.83,16,0.229166625,0.229166625,0.385838721614659,0.2237541422839896,0.21825700667397108,0.2799292128247368,20.0,28.0,3.0,False,True,False,False,True
123,diverse_fill,unique_unpredictable;high_composite,gaia,9e1fc53b-46ff-49a1-9d05-9e6faac34cc5,gaia/9e1fc53b-46ff-49a1-9d05-9e6faac34cc5,unique_unpredictable;high_composite,0.7716730758450348,0.8116730758450348,medium,0.5625000625000001,0.8407643312101911,0.8343949044585988,0.8545454545454545,16,0.4374999375,0.4374999375,0.4202967195509722,0.5740842298377521,0.3024568066172532,0.2825745001500478,26.0,27.0,1.0,False,False,False,True,True
124,diverse_fill,unique_unpredictable;high_composite,aider-polyglot,polyglot_python_pov,aider-polyglot/polyglot_python_pov,unique_unpredictable;high_composite,0.76752770451546,0.8075277045154601,medium,0.47916662499999996,0.8597285067873304,0.8619909502262444,0.8755555555555555,16,0.520833375,0.520833375,0.4404661652253887,0.6045797487541144,0.3376981123263232,0.1817697593838129,32.0,32.0,2.0,False,False,False,True,True
125,diverse_fill,unique_unpredictable;high_composite,swesmith,oauthlib__oauthlib.1fd52536.combine_file__bhkj2izg,swesmith/oauthlib__oauthlib.1fd52536.combine_file__bhkj2izg,unique_unpredictable;high_composite,0.7616332346535133,0.8016332346535133,medium,0.604166625,0.7721518987341772,0.8164556962025317,0.9081632653061225,16,0.395833375,0.395833375,0.4284784550690493,0.5254609864591315,0.2743636839867042,0.2614332067524545,19.0,16.0,2.0,False,False,False,True,True
126,diverse_fill,unique_unpredictable;high_composite,livecodebench,3779,livecodebench/3779,unique_unpredictable;high_composite,0.7606770833333334,0.8006770833333334,medium,0.375,0.8333333333333334,0.9010416666666666,1.0,16,0.625,0.625,0.4545296867214781,0.7032844295717452,0.2636458502923377,0.18770583444337985,17.0,11.0,1.0,False,False,False,True,True
127,diverse_fill,unique_unpredictable;high_composite,humanevalfix,python-142,humanevalfix/python-142,unique_unpredictable;high_composite,0.7594975490196079,0.7994975490196079,medium,0.3125,0.803921568627451,1.0,1.0,16,0.6875,0.6875,0.399109286063667,0.8358691551564963,0.21806021609979748,0.21045420762007805,31.0,1.0,1.0,False,False,False,True,True
128,diverse_fill,difficult;unique_unpredictable;high_composite,strongreject,strongreject_non-violent_crimes_0021_pap_logical_appeal,strongreject/strongreject_non-violent_crimes_0021_pap_logical_appeal,difficult;unique_unpredictable;high_composite,0.7168722426470588,0.7968722426470589,hard,0.8203125,0.45588235294117646,0.8529411764705882,0.9266666666666666,16,0.1796875,0.1796875,0.2948924054905449,-0.4269715138421351,0.10123828215591116,0.37583756761934684,38.0,11.0,3.0,False,True,False,True,True
129,diverse_fill,unique_unpredictable;high_composite,simpleqa,simpleqa-348,simpleqa/simpleqa-348,unique_unpredictable;high_composite,0.7518546074617347,0.7918546074617347,medium,0.37500006250000006,0.8673469387755102,0.8316326530612245,0.9775,16,0.6249999374999999,0.6249999374999999,0.4389856145612104,0.1721311249141805,0.2744674297751181,0.15784038336576778,27.0,34.0,1.0,False,False,False,True,True
130,diverse_fill,high_composite,replicationbench,galaxy_soptics__bcg_identification,replicationbench/galaxy_soptics__bcg_identification,high_composite,0.7888818617484177,0.7888818617484177,medium,0.6666666875,0.9746835443037974,0.5443037974683544,0.9666666666666667,16,0.3333333125,0.3333333125,0.4564354645876455,0.4261445074378695,0.3612216105474277,0.14284053408955755,3.0,37.0,1.0,False,False,False,False,True
131,diverse_fill,unique_unpredictable;high_composite,aa-lcr,aa-lcr/aa-lcr-92,aa-lcr/aa-lcr/aa-lcr-92,unique_unpredictable;high_composite,0.7479005480335268,0.7879005480335268,medium,0.625,0.6702127659574468,0.8404255319148937,0.9797979797979798,16,0.375,0.375,0.4545296867214781,0.4223280311893105,0.23072742618835504,0.3134257984377662,32.0,16.0,1.0,False,False,False,True,True
132,diverse_fill,unique_unpredictable;high_composite,bigcodebench,bigcodebench_208,bigcodebench/bigcodebench_208,unique_unpredictable;high_composite,0.7460110096439437,0.7860110096439438,medium,0.520833375,0.7226890756302521,0.8907563025210085,0.9344827586206896,16,0.4791666249999999,0.4791666249999999,0.4404661652253887,0.3089103467773386,0.18271166586141924,0.35458931922343595,34.0,14.0,1.0,False,False,False,True,True
133,diverse_fill,high_composite,skillsbench,offer-letter-generator,skillsbench/offer-letter-generator,high_composite,0.7821078483455882,0.7821078483455882,medium,0.5416666875,0.9411764705882353,0.6691176470588235,1.0,16,0.4583333125,0.4583333125,0.4545296924508506,0.5741664538974174,0.3260073280517512,0.21483482361011763,5.0,24.0,1.0,False,False,False,False,True
134,diverse_fill,unique_unpredictable;high_composite,usaco,436,usaco/436,unique_unpredictable;high_composite,0.7396376262626263,0.7796376262626263,medium,0.5625,0.6868686868686869,0.8434343434343434,0.985,16,0.4375,0.4375,0.4672429626127343,0.3290336570721186,0.2968980707504831,0.11828631776149978,32.0,17.0,1.0,False,False,False,True,True
135,diverse_fill,high_composite,widesearch,widesearch/widesearch-ws-en-068,widesearch/widesearch/widesearch-ws-en-068,high_composite,0.773468046875,0.773468046875,medium,0.48687218750000005,0.98,0.635,1.0,16,0.5131278125,0.5131278125,0.4141273708771884,0.6234510297382243,0.31852736190769254,0.13063401174131561,3.0,37.0,1.0,False,False,False,False,True
136,diverse_fill,unique_unpredictable;high_composite,ineqmath,76,ineqmath/76,unique_unpredictable;high_composite,0.73342709375,0.7734270937500001,easy,0.27083337500000004,0.9270833333333334,0.8489583333333334,0.86,16,0.729166625,0.729166625,0.3767321730465283,0.1462362294815704,0.2639098187972738,0.13077987771627453,8.0,16.0,1.0,False,False,False,True,True
137,diverse_fill,high_composite,gso,gso-numpy--numpy-5f94eb8,gso/gso-numpy--numpy-5f94eb8,high_composite,0.7725163294526143,0.7725163294526143,medium,0.666666625,0.8444444444444444,0.7,0.9019607843137255,16,0.333333375,0.333333375,0.408248341494928,0.4692298541903004,0.3115792646384581,0.1820872609810823,15.0,28.0,1.0,False,False,False,False,True
138,diverse_fill,high_composite,spider2,salesforce001,spider2/salesforce001,high_composite,0.7703125,0.7703125,medium,0.6875,0.8055555555555556,0.7222222222222222,0.90625,16,0.3125,0.3125,0.4325112554733403,-0.6340197192668716,0.2940688486219886,0.22503186297140287,8.0,11.0,1.0,False,False,False,False,True
139,diverse_fill,unique_unpredictable;high_composite,dacode,dacode-dm-csv-056,dacode/dacode-dm-csv-056,unique_unpredictable;high_composite,0.7255142484756097,0.7655142484756098,medium,0.66666675,0.573170731707317,0.8719512195121951,0.935,16,0.33333325,0.33333325,0.4082482904638885,0.3939757212752751,0.17382787389690507,0.34438976675811805,71.0,22.0,1.0,False,False,False,True,True
140,diverse_fill,difficult;frontier_with_variance;unique_unpredictable,codepde,codepde-reacdiff1d,codepde/codepde-reacdiff1d,difficult;frontier_with_variance;unique_unpredictable,0.642291671875,0.7622916718750001,frontier,0.9791666875,0.25,1.0,0.4,16,0.0208333125,0.0208333125,0.0806870723588348,-0.1091595894831458,0.011020245454032249,0.6535899077683054,4.0,1.0,2.0,False,True,True,True,False
141,diverse_fill,difficult;high_composite,seal0,88,seal0/88,difficult;high_composite,0.7203408117443101,0.7603408117443101,hard,0.708333375,0.8842105263157894,0.4,0.8918918918918919,16,0.291666625,0.291666625,0.4228704777733182,0.2762837876754461,0.2968137892195791,0.1734533968221621,12.0,58.0,5.0,False,True,False,False,True
142,diverse_fill,high_composite,hle,hle/hle__67256656d246bf5d21d1377e,hle/hle/hle__67256656d246bf5d21d1377e,high_composite,0.7570943388940377,0.7570943388940377,medium,0.6875,0.8871794871794871,0.5205128205128206,0.963855421686747,16,0.3125,0.3125,0.4635124054434789,0.4735862485175945,0.3523597747136837,0.12032951893539834,23.0,94.0,1.0,False,False,False,False,True
143,diverse_fill,unique_unpredictable;high_composite,scicode,scicode-51,scicode/scicode-51,unique_unpredictable;high_composite,0.7138948240582191,0.7538948240582192,medium,0.36979162499999996,0.7671232876712328,0.8493150684931506,0.9375,16,0.630208375,0.630208375,0.3559620784607672,0.5079216927861878,0.23805199504801108,0.25924172997200623,18.0,12.0,4.0,False,False,False,True,True
144,diverse_fill,high_composite,labbench,figqa-0118,labbench/figqa-0118,high_composite,0.7521796776553468,0.7521796776553468,medium,0.5416666875,0.8092485549132948,0.7341040462427746,1.0,16,0.4583333125,0.4583333125,0.4841229236550773,0.3651927684567503,0.33432409109353584,0.19126390315626474,34.0,47.0,1.0,False,False,False,False,True
145,diverse_fill,unique_unpredictable;high_composite,quixbugs,quixbugs-java-find_first_in_sorted,quixbugs/quixbugs-java-find_first_in_sorted,unique_unpredictable;high_composite,0.69708334375,0.7370833437500001,medium,0.520833375,0.5125,0.95,1.0,16,0.479166625,0.479166625,0.4709439527133079,0.4778393323567712,0.2140345637333585,0.3407583703663778,40.0,5.0,1.0,False,False,False,True,True
