pool_rank,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
316,arc-agi-2,36a08778_0,arc-agi-2/36a08778_0,difficult,0.6556315789473685,0.6956315789473685,hard,0.75,0.7684210526315789,0.39473684210526316,0.67,16,0.25,0.25,0.3996526443189448,0.4433776994239242,0.3406445588454116,0.044466955639101524,23.0,58.0,29.0,False,True,False,False,False
317,arc-agi-2,cbebaa4b_1,arc-agi-2/cbebaa4b_1,difficult,0.6554407894736842,0.6954407894736843,hard,0.8125,0.5157894736842106,0.7631578947368421,0.54,16,0.1875,0.1875,0.3529390685530931,0.4475669409832697,0.2813684858598455,0.08526794483304179,47.0,24.0,30.0,False,True,False,False,False
318,arc-agi-2,c7f57c3e_0,arc-agi-2/c7f57c3e_0,difficult;unique_unpredictable,0.6151820279605262,0.6951820279605263,hard,0.770833375,0.35789473684210527,0.9368421052631579,0.42,16,0.229166625,0.229166625,0.3054766624792872,0.4101391801666429,0.20813709918313608,0.16001389997589655,62.0,7.0,40.0,False,True,False,True,False
319,arc-agi-2,20270e3b_1,arc-agi-2/20270e3b_1,difficult;unique_unpredictable,0.6079342105263157,0.6879342105263158,hard,0.75,0.43157894736842106,0.8105263157894737,0.445,16,0.25,0.25,0.3227486767337319,0.4521295352812222,0.24295968382566188,0.09323543175649518,55.0,19.0,44.0,False,True,False,True,False
320,arc-agi-2,71e489b6_0,arc-agi-2/71e489b6_0,difficult;unique_unpredictable,0.6018947212171053,0.6818947212171054,hard,0.7499999374999999,0.3263157894736842,0.8947368421052632,0.51,16,0.2500000625,0.2500000625,0.3435922314718547,0.5201119931706277,0.20647383922910412,0.14428307971703502,65.0,11.0,46.0,False,True,False,True,False
321,arc-agi-2,db695cfb_0,arc-agi-2/db695cfb_0,unique_unpredictable,0.6153508667763157,0.6553508667763157,medium,0.666666625,0.47368421052631576,0.8315789473684211,0.5,16,0.333333375,0.333333375,0.3333334375000644,0.6029672391975482,0.26076057081326615,0.10133094810942911,51.0,17.0,39.0,False,False,False,True,False
322,arc-agi-2,1818057f_0,arc-agi-2/1818057f_0,unique_unpredictable,0.6148684366776316,0.6548684366776316,medium,0.37500006250000006,0.5263157894736842,0.8526315789473684,0.825,16,0.6249999374999999,0.6249999374999999,0.4389856145612104,0.6593942564519972,0.2833199528393199,0.1125692981483758,46.0,15.0,41.0,False,False,False,True,False
323,arc-agi-2,221dfab4_1,arc-agi-2/221dfab4_1,difficult;unique_unpredictable,0.5740021981907895,0.6540021981907895,hard,0.8541666875000001,0.28421052631578947,0.8789473684210526,0.275,16,0.1458333124999999,0.1458333124999999,0.234779785635582,0.4323472120264554,0.1817304487187654,0.1152482566212728,69.0,13.0,52.0,False,True,False,True,False
324,arc-agi-2,28a6681f_0,arc-agi-2/28a6681f_0,difficult,0.6128925386513159,0.6528925386513159,hard,0.7708333125,0.6421052631578947,0.41578947368421054,0.61,16,0.2291666875,0.2291666875,0.3673998788880649,0.4406916597057327,0.314022143519982,0.046054199059409995,35.0,56.0,42.0,False,True,False,False,False
325,arc-agi-2,71e489b6_1,arc-agi-2/71e489b6_1,difficult,0.6124429720394737,0.6524429720394738,hard,0.791666625,0.4421052631578947,0.7631578947368421,0.46,16,0.208333375,0.208333375,0.3307189926257023,0.5087929565627625,0.2541366217009006,0.08526794483304179,54.0,23.0,43.0,False,True,False,False,False
326,arc-agi-2,2d0172a1_1,arc-agi-2/2d0172a1_1,difficult;unique_unpredictable,0.5703815789473684,0.6503815789473685,hard,0.875,0.17894736842105263,1.0,0.26,16,0.125,0.125,0.2319902416530704,0.3208319109302696,0.14172493466420322,0.21051578764346324,79.0,1.0,54.0,False,True,False,True,False
327,arc-agi-2,20a9e565_1,arc-agi-2/20a9e565_1,difficult;unique_unpredictable,0.56983334375,0.6498333437500001,hard,0.833333375,0.15789473684210525,0.9789473684210527,0.41,16,0.166666625,0.166666625,0.288675134594858,0.3461913160708823,0.13644939943935203,0.1999054121433007,81.0,3.0,55.0,False,True,False,True,False
328,arc-agi-2,e3721c99_0,arc-agi-2/e3721c99_0,difficult;unique_unpredictable,0.5671008980263158,0.6471008980263159,hard,0.79166675,0.18947368421052632,0.9894736842105263,0.37,16,0.20833325,0.20833325,0.2856522628613547,0.3891198668774907,0.14333916500407665,0.20909414254038805,78.0,2.0,57.0,False,True,False,True,False
329,arc-agi-2,409aa875_0,arc-agi-2/409aa875_0,difficult,0.6059671052631578,0.6459671052631578,hard,0.8125,0.6,0.4473684210526316,0.54,16,0.1875,0.1875,0.3529390685530931,0.4161915825961883,0.30134037974904326,0.04737119239438736,39.0,53.0,45.0,False,True,False,False,False
330,arc-agi-2,d35bdbdc_0,arc-agi-2/d35bdbdc_0,difficult;unique_unpredictable,0.5553179876644737,0.6353179876644738,hard,0.8541666875,0.24210526315789474,0.8631578947368421,0.275,16,0.1458333125,0.1458333125,0.234779785635582,0.380353371380936,0.17037627589481347,0.1133518837516373,73.0,14.0,59.0,False,True,False,True,False
331,arc-agi-2,b0039139_0,arc-agi-2/b0039139_0,difficult,0.5911798297697367,0.6311798297697367,hard,0.7916666875,0.5473684210526316,0.49473684210526314,0.52,16,0.2083333125,0.2083333125,0.351089586244686,0.4579904256076076,0.2885997631922188,0.04892768988643181,44.0,49.0,49.0,False,True,False,False,False
332,arc-agi-2,0934a4d8_0,arc-agi-2/0934a4d8_0,difficult;unique_unpredictable,0.5511293963815789,0.6311293963815789,hard,0.895833375,0.21052631578947367,0.8789473684210526,0.225,16,0.104166625,0.104166625,0.1943203835380101,0.3963374525994582,0.1450142139570463,0.1152482566212728,76.0,12.0,60.0,False,True,False,True,False
333,arc-agi-2,b0039139_1,arc-agi-2/b0039139_1,difficult,0.590703947368421,0.6307039473684211,hard,0.8125,0.5789473684210527,0.41578947368421054,0.54,16,0.1875,0.1875,0.3529390685530931,0.4288828603898183,0.2988056044451437,0.046054199059409995,41.0,57.0,50.0,False,True,False,False,False
334,arc-agi-2,800d221b_0,arc-agi-2/800d221b_0,difficult;unique_unpredictable,0.5469188700657894,0.6269188700657895,hard,0.895833375,0.16842105263157894,0.9210526315789473,0.225,16,0.104166625,0.104166625,0.1943203835380101,0.3948839533803291,0.13927372845126887,0.1587906493743968,80.0,9.0,62.0,False,True,False,True,False
335,arc-agi-2,4e34c42c_0,arc-agi-2/4e34c42c_0,difficult;frontier_with_variance;unique_unpredictable,0.5040811455592105,0.6240811455592106,frontier,0.9791666875,0.010526315789473684,0.968421052631579,0.09,16,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,0.023266725134645838,0.19170917280157262,95.0,4.0,75.0,False,True,True,True,False
336,arc-agi-2,80a900e0_0,arc-agi-2/80a900e0_0,difficult,0.5799364087171053,0.6199364087171053,hard,0.8541666875,0.3157894736842105,0.7894736842105263,0.39,16,0.1458333125,0.1458333125,0.2879224055747743,0.3512430402010622,0.20592554458218804,0.08760722398459553,66.0,21.0,51.0,False,True,False,False,False
337,arc-agi-2,cbebaa4b_0,arc-agi-2/cbebaa4b_0,difficult,0.5710197212171053,0.6110197212171053,hard,0.8124999374999999,0.42105263157894735,0.6421052631578947,0.4,16,0.1875000625,0.1875000625,0.2879225231556374,0.4490593047976394,0.24155493992446264,0.06204144032335035,56.0,35.0,53.0,False,True,False,False,False
338,arc-agi-2,6ffbe589_0,arc-agi-2/6ffbe589_0,difficult;unique_unpredictable,0.5187960682565789,0.5987960682565789,hard,0.9375000625,0.09473684210526316,0.9210526315789473,0.14,16,0.0624999375,0.0624999375,0.1301039948625083,0.3952872575936342,0.0818436684838317,0.1587906493743968,87.0,8.0,67.0,False,True,False,True,False
339,arc-agi-2,2d0172a1_0,arc-agi-2/2d0172a1_0,difficult,0.5495263314144737,0.5895263314144737,hard,0.8750000625,0.30526315789473685,0.6947368421052632,0.335,16,0.1249999375,0.1249999375,0.2602081998932462,0.3364481706630686,0.20476909178573025,0.06905051336469514,67.0,30.0,61.0,False,True,False,False,False
340,arc-agi-2,36a08778_1,arc-agi-2/36a08778_1,difficult,0.5466249843750001,0.5866249843750001,hard,0.8124999375000002,0.4631578947368421,0.43157894736842106,0.49,16,0.1875000624999999,0.1875000624999999,0.3326817446587408,0.3971522536699535,0.2583945884964791,0.046789319378856775,52.0,55.0,63.0,False,True,False,False,False
341,arc-agi-2,f560132c_0,arc-agi-2/f560132c_0,difficult,0.5420701702302632,0.5820701702302632,hard,0.8333333125,0.5368421052631579,0.24736842105263157,0.56,16,0.1666666875,0.1666666875,0.3535534200560642,0.4147771180254136,0.2859608135468647,0.025823728055592077,45.0,73.0,64.0,False,True,False,False,False
342,arc-agi-2,b6f77b65_1,arc-agi-2/b6f77b65_1,difficult,0.5359714860197368,0.5759714860197368,hard,0.8958333125,0.25263157894736843,0.7473684210526316,0.245,16,0.1041666875,0.1041666875,0.2272649178425144,0.319371901599412,0.17097407976472712,0.0851816864672913,72.0,25.0,65.0,False,True,False,False,False
343,arc-agi-2,8698868d_0,arc-agi-2/8698868d_0,difficult,0.5335679720394737,0.5735679720394737,hard,0.854166625,0.4105263157894737,0.4473684210526316,0.43,16,0.145833375,0.145833375,0.3111080806524227,0.4052097278996872,0.2408162613296103,0.04737119239438736,57.0,54.0,66.0,False,True,False,False,False
344,arc-agi-2,13e47133_0,arc-agi-2/13e47133_0,difficult,0.5184101085526316,0.5584101085526316,hard,0.85416675,0.37894736842105264,0.4789473684210526,0.35,16,0.14583325,0.14583325,0.2626982782902992,0.4074270978150369,0.2238061358145849,0.04757577782319533,60.0,50.0,68.0,False,True,False,False,False
345,arc-agi-2,b6f77b65_0,arc-agi-2/b6f77b65_0,difficult,0.5176842261513157,0.5576842261513157,hard,0.8750000625,0.3684210526315789,0.4789473684210526,0.335,16,0.1249999375,0.1249999375,0.2602081998932462,0.3580357037425902,0.21633709543697902,0.04757577782319533,61.0,51.0,69.0,False,True,False,False,False
346,arc-agi-2,7b3084d4_0,arc-agi-2/7b3084d4_0,difficult,0.5121600929276315,0.5521600929276316,hard,0.8541666875,0.4842105263157895,0.23157894736842105,0.475,16,0.1458333125,0.1458333125,0.3326816428972898,0.3730091714523749,0.26791899408102454,0.022616998631531215,50.0,74.0,70.0,False,True,False,False,False
347,arc-agi-2,dfadab01_0,arc-agi-2/dfadab01_0,difficult,0.5067609597039473,0.5467609597039473,hard,0.8958333125,0.2631578947368421,0.6157894736842106,0.245,16,0.1041666875,0.1041666875,0.2272649178425144,0.3682944469924355,0.17520260645014632,0.05709214268282092,71.0,37.0,72.0,False,True,False,False,False
348,arc-agi-2,64efde09_0,arc-agi-2/64efde09_0,difficult,0.5050548297697369,0.545054829769737,hard,0.8541666875,0.45263157894736844,0.24736842105263157,0.475,16,0.1458333125,0.1458333125,0.3326816428972898,0.3897593637120626,0.25529811017554943,0.025823728055592077,53.0,72.0,73.0,False,True,False,False,False
349,arc-agi-2,a25697e4_1,arc-agi-2/a25697e4_1,difficult,0.5015350929276317,0.5415350929276317,hard,0.9166666875,0.2736842105263158,0.5263157894736842,0.3,16,0.0833333125,0.0833333125,0.2499999791666788,0.2926126495890666,0.1764121737231211,0.05058004283911077,70.0,46.0,76.0,False,True,False,False,False
350,arc-agi-2,fc7cae8d_0,arc-agi-2/fc7cae8d_0,difficult,0.4823640402960526,0.5223640402960527,hard,0.9166666875,0.2,0.6157894736842106,0.195,16,0.0833333125,0.0833333125,0.1863390074419869,0.3580588142491346,0.1449975002297511,0.05709214268282092,77.0,38.0,77.0,False,True,False,False,False
351,arc-agi-2,142ca369_1,arc-agi-2/142ca369_1,difficult,0.47101315789473686,0.5110131578947369,hard,0.875,0.4,0.22105263157894736,0.38,16,0.125,0.125,0.2856522993275653,0.3749778033724113,0.2378606236311844,0.021507973696119786,58.0,75.0,78.0,False,True,False,False,False
352,arc-agi-2,d35bdbdc_1,arc-agi-2/d35bdbdc_1,difficult,0.41927411759868416,0.45927411759868414,hard,0.8958333125,0.29473684210526313,0.15263157894736842,0.36,16,0.1041666875,0.1041666875,0.2818281511326359,0.3070361262778332,0.19187229527409455,0.008657617591132372,68.0,82.0,79.0,False,True,False,False,False
353,arc-agi-2,a47bf94d_0,arc-agi-2/a47bf94d_0,difficult,0.4098925542763158,0.4498925542763158,hard,0.895833375,0.3473684210526316,0.06842105263157895,0.315,16,0.104166625,0.104166625,0.2560042486898105,0.3520769245309983,0.20739236758203844,0.0,63.0,93.0,80.0,False,True,False,False,False
354,arc-agi-2,4c7dc4dd_1,arc-agi-2/4c7dc4dd_1,difficult,0.40620834375000003,0.44620834375,hard,0.895833375,0.3368421052631579,0.06842105263157895,0.315,16,0.104166625,0.104166625,0.2560042486898105,0.3520769245309983,0.2073923675820384,0.0,64.0,86.0,81.0,False,True,False,False,False
355,arc-agi-2,195c6913_0,arc-agi-2/195c6913_0,difficult;frontier_with_variance,0.36224123848684214,0.4422412384868421,frontier,0.958333375,0.08421052631578947,0.29473684210526313,0.13,16,0.041666625,0.041666625,0.1102395277213866,0.340729690621104,0.07475239565337179,0.029568752001600696,88.0,68.0,84.0,False,True,True,False,False
356,arc-agi-2,a32d8b75_1,arc-agi-2/a32d8b75_1,difficult,0.3921008824013158,0.4321008824013158,hard,0.9166666875,0.23157894736842105,0.21052631578947367,0.195,16,0.0833333125,0.0833333125,0.1863390074419869,0.3882041563322037,0.15656550553422552,0.01736932417894932,74.0,76.0,82.0,False,True,False,False,False
357,arc-agi-2,446ef5d2_0,arc-agi-2/446ef5d2_0,difficult,0.38945394736842104,0.429453947368421,hard,0.9375,0.22105263157894736,0.1368421052631579,0.29,16,0.0625,0.0625,0.2420614591379635,0.2205509612573279,0.15182858738283303,1.1102230246251565e-16,75.0,83.0,83.0,False,True,False,False,False
358,arc-agi-2,a25697e4_0,arc-agi-2/a25697e4_0,difficult;frontier_with_variance,0.3186228018092105,0.39862280180921045,frontier,0.9583333125,0.11052631578947368,0.06842105263157895,0.155,16,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,0.10121910886475113,0.0,85.0,91.0,88.0,False,True,True,False,False
359,arc-agi-2,e12f9a14_0,arc-agi-2/e12f9a14_0,difficult;frontier_with_variance,0.3186228018092105,0.39862280180921045,frontier,0.9583333125,0.11052631578947368,0.06842105263157895,0.155,16,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,0.10121910886475113,0.0,86.0,94.0,89.0,False,True,True,False,False
360,arc-agi-2,16b78196_0,arc-agi-2/16b78196_0,difficult,0.3422434210526316,0.3822434210526316,hard,0.9375,0.12631578947368421,0.15263157894736842,0.17,16,0.0625,0.0625,0.1755448265005978,0.2948291204614904,0.11075246529952076,0.008657617591132372,84.0,81.0,85.0,False,True,False,False,False
361,arc-agi-2,2b83f449_0,arc-agi-2/2b83f449_0,difficult;frontier_with_variance,0.29566009292763157,0.37566009292763153,frontier,0.9791666875,0.05789473684210526,0.06842105263157895,0.09,16,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,0.05060947851808189,0.0,89.0,84.0,90.0,False,True,True,False,False
362,arc-agi-2,62593bfd_1,arc-agi-2/62593bfd_1,difficult;frontier_with_variance,0.29566009292763157,0.37566009292763153,frontier,0.9791666875,0.05789473684210526,0.06842105263157895,0.09,16,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,0.05060947851808189,0.0,90.0,88.0,91.0,False,True,True,False,False
363,arc-agi-2,88bcf3b4_0,arc-agi-2/88bcf3b4_0,difficult;frontier_with_variance,0.29566009292763157,0.37566009292763153,frontier,0.9791666875,0.05789473684210526,0.06842105263157895,0.09,16,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,0.05060947851808189,0.0,91.0,90.0,92.0,False,True,True,False,False
364,arc-agi-2,a32d8b75_0,arc-agi-2/a32d8b75_0,difficult;frontier_with_variance,0.29566009292763157,0.37566009292763153,frontier,0.9791666875,0.05789473684210526,0.06842105263157895,0.09,16,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,0.05060947851808189,0.0,92.0,92.0,93.0,False,True,True,False,False
365,arc-agi-2,35ab12c3_0,arc-agi-2/35ab12c3_0,difficult,0.3271008824013158,0.3671008824013158,hard,0.9166666875,0.14736842105263157,0.06842105263157895,0.195,16,0.0833333125,0.0833333125,0.1863390074419869,0.3987798450953589,0.12898709694643018,0.0,82.0,85.0,86.0,False,True,False,False,False
366,arc-agi-2,faa9f03d_0,arc-agi-2/faa9f03d_0,difficult;frontier_with_variance,0.2864495666118421,0.3664495666118421,frontier,0.9791666875,0.031578947368421054,0.06842105263157895,0.09,16,0.0208333125,0.0208333125,0.0806870723588348,0.210443033165086,0.0294970867242814,0.0,93.0,95.0,94.0,False,True,True,False,False
367,arc-agi-2,7b0280bc_0,arc-agi-2/7b0280bc_0,difficult,0.323416671875,0.363416671875,hard,0.9166666875,0.1368421052631579,0.06842105263157895,0.195,16,0.0833333125,0.0833333125,0.1863390074419869,0.3987798450953589,0.12898709694643015,0.0,83.0,89.0,87.0,False,True,False,False,False
368,arc-agi-2,5545f144_0,arc-agi-2/5545f144_0,difficult;frontier_with_variance,0.28276535608552633,0.3627653560855263,frontier,0.9791666875,0.021052631578947368,0.06842105263157895,0.09,16,0.0208333125,0.0208333125,0.0806870723588348,0.210443033165086,0.029497086724281397,0.0,94.0,87.0,95.0,False,True,True,False,False
369,arc-agi-2,7b80bb43_0,arc-agi-2/7b80bb43_0,difficult,0.2545,0.2945,frontier,1.0,0.0,0.0,0.03,16,0.0,0.0,0.0,,,,,,96.0,False,True,False,False,False
370,arc-agi-2,88e364bc_0,arc-agi-2/88e364bc_0,difficult,0.2545,0.2945,frontier,1.0,0.0,0.0,0.03,16,0.0,0.0,0.0,,,,,,97.0,False,True,False,False,False
371,arc-agi-2,8b7bacbf_0,arc-agi-2/8b7bacbf_0,difficult,0.2545,0.2945,frontier,1.0,0.0,0.0,0.03,16,0.0,0.0,0.0,,,,,,98.0,False,True,False,False,False
372,arc-agi-2,de809cff_0,arc-agi-2/de809cff_0,difficult,0.2545,0.2945,frontier,1.0,0.0,0.0,0.03,16,0.0,0.0,0.0,,,,,,99.0,False,True,False,False,False
373,arc-agi-2,e12f9a14_1,arc-agi-2/e12f9a14_1,difficult,0.2545,0.2945,frontier,1.0,0.0,0.0,0.03,16,0.0,0.0,0.0,,,,,,100.0,False,True,False,False,False
374,bfcl,bfcl-simple-python-265,bfcl/bfcl-simple-python-265,base_representative,0.5680992026266416,0.6280992026266417,easy,0.125,0.9903846153846154,0.34134615384615385,0.6991869918699187,16,0.875,0.875,0.2856522993275653,0.6318960460384236,0.24382152814887484,0.047895587960823605,2.0,70.0,31.0,True,False,False,False,False
375,bfcl,bfcl-simple-python-282,bfcl/bfcl-simple-python-282,base_representative,0.5669696007856473,0.6269696007856473,easy,0.14583337500000004,1.0,0.3269230769230769,0.6585365853658537,16,0.854166625,0.854166625,0.2626984468137552,0.566965707508442,0.24458903471950783,0.04757571478918121,1.0,71.0,32.0,True,False,False,False,False
376,bfcl,bfcl-live-simple-123-79-0,bfcl/bfcl-live-simple-123-79-0,unique_unpredictable;high_composite,0.881785516973499,0.9217855169734991,medium,0.5833334375,0.9807692307692307,1.0,0.9512195121951219,16,0.4166665625,0.4166665625,0.4166666875000281,0.5712352404801807,0.21889191400418134,0.39731569012514967,3.0,1.0,1.0,False,False,False,True,True
377,bfcl,bfcl-live-multiple-733-167-4,bfcl/bfcl-live-multiple-733-167-4,unique_unpredictable;high_composite,0.8386315666041276,0.8786315666041277,medium,0.625,0.9615384615384616,0.8028846153846154,0.967479674796748,16,0.375,0.375,0.4228705147231833,0.3993364312529776,0.21424880525105086,0.2752984471707757,5.0,22.0,2.0,False,False,False,True,True
378,bfcl,bfcl-live-multiple-196-88-0,bfcl/bfcl-live-multiple-196-88-0,unique_unpredictable;high_composite,0.7845371847150563,0.8245371847150563,medium,0.6666665625,0.75,0.8653846153846154,0.926829268292683,16,0.3333334375,0.3333334375,0.390868068818938,0.4224301182279177,0.11847264971931198,0.31583275101685815,27.0,15.0,3.0,False,False,False,True,True
379,bfcl,bfcl-live-irrelevance-721-239-0,bfcl/bfcl-live-irrelevance-721-239-0,unique_unpredictable;high_composite,0.7842948665865385,0.8242948665865385,medium,0.5833333125,0.7019230769230769,0.9711538461538461,1.0,16,0.4166666875,0.4166666875,0.4487637610084674,-0.3979022151536699,0.09549710172553133,0.3755639748602483,32.0,4.0,4.0,False,False,False,True,True
380,bfcl,bfcl-parallel-84,bfcl/bfcl-parallel-84,unique_unpredictable;high_composite,0.764808088385319,0.804808088385319,medium,0.6666666875,0.7211538461538461,0.8317307692307693,0.9186991869918699,16,0.3333333125,0.3333333125,0.3908680155187807,-0.4043631233661263,0.11129195042860998,0.2877450186853999,30.0,19.0,5.0,False,False,False,True,True
381,bfcl,bfcl-live-multiple-717-165-4,bfcl/bfcl-live-multiple-717-165-4,unique_unpredictable;high_composite,0.7630902490912289,0.803090249091229,medium,0.6041668124999999,0.7884615384615384,0.8028846153846154,0.9024390243902439,16,0.3958331875,0.3958331875,0.3767321350276975,0.3837038629246527,0.1239160903350999,0.2752984471707757,23.0,21.0,6.0,False,False,False,True,True
382,bfcl,bfcl-live-irrelevance-192-32-5,bfcl/bfcl-live-irrelevance-192-32-5,unique_unpredictable;high_composite,0.7438672607879925,0.7838672607879925,medium,0.3125,0.9038461538461539,0.8317307692307693,0.943089430894309,16,0.6875,0.6875,0.399109286063667,0.610920325518203,0.1659865669419565,0.2877450186853999,11.0,18.0,8.0,False,False,False,True,True
383,bfcl,bfcl-live-multiple-685-164-1,bfcl/bfcl-live-multiple-685-164-1,unique_unpredictable;high_composite,0.7407774233993902,0.7807774233993903,medium,0.5624999375000002,0.6923076923076923,0.8557692307692307,0.959349593495935,16,0.4375000624999999,0.4375000624999999,0.4202967381390303,0.5133469815895096,0.0938797151303023,0.308556751932341,33.0,16.0,9.0,False,False,False,True,True
384,bfcl,bfcl-live-irrelevance-642-203-2,bfcl/bfcl-live-irrelevance-642-203-2,unique_unpredictable;high_composite,0.7387586043327861,0.7787586043327861,medium,0.6666666875,0.6057692307692307,0.9134615384615384,0.8780487804878049,16,0.3333333125,0.3333333125,0.353553449518902,0.1537498817112207,0.08449813933119296,0.3286551555631806,42.0,10.0,10.0,False,False,False,True,True
385,bfcl,bfcl-live-multiple-584-157-5,bfcl/bfcl-live-multiple-584-157-5,unique_unpredictable;high_composite,0.7369586356121013,0.7769586356121013,medium,0.604166625,0.5865384615384616,0.9615384615384616,0.9349593495934959,16,0.395833375,0.395833375,0.3947353829712816,-0.2256961429635016,0.08349106730018359,0.3747502879164717,44.0,5.0,11.0,False,False,False,True,True
386,bfcl,bfcl-live-multiple-898-185-8,bfcl/bfcl-live-multiple-898-185-8,difficult;unique_unpredictable;high_composite,0.6958841463414634,0.7758841463414635,hard,0.875,0.40384615384615385,0.8846153846153846,0.7642276422764228,16,0.125,0.125,0.3307189138830738,0.1523422377306364,0.05414026481321685,0.31686994893602705,63.0,13.0,15.0,False,True,False,True,True
387,bfcl,bfcl-live-simple-248-130-0,bfcl/bfcl-live-simple-248-130-0,unique_unpredictable;high_composite,0.7199460600375235,0.7599460600375235,easy,0.25,0.7980769230769231,0.9807692307692307,0.8861788617886179,16,0.75,0.75,0.3632416168643813,0.2313669235524529,0.12424771670567536,0.38223740983873256,22.0,3.0,13.0,False,False,False,True,True
388,bfcl,bfcl-live-irrelevance-745-256-0,bfcl/bfcl-live-irrelevance-745-256-0,difficult;unique_unpredictable;high_composite,0.6757055138660881,0.7557055138660882,hard,0.8958333125,0.3942307692307692,0.9038461538461539,0.5853658536585366,16,0.1041666875,0.1041666875,0.2272649178425144,0.2509748470512979,0.053009621284154054,0.32361261472196545,64.0,11.0,16.0,False,True,False,True,True
389,bfcl,bfcl-live-irrelevance-615-195-3,bfcl/bfcl-live-irrelevance-615-195-3,high_composite,0.7539086825164165,0.7539086825164165,medium,0.47916662499999996,0.8269230769230769,0.7836538461538461,0.991869918699187,16,0.520833375,0.520833375,0.4404661652253887,-0.1821111826943454,0.1300986714247972,0.2545751703132437,19.0,23.0,7.0,False,False,False,False,True
390,bfcl,bfcl-live-relevance-10-10-0,bfcl/bfcl-live-relevance-10-10-0,difficult;unique_unpredictable,0.6552630602427298,0.7352630602427299,hard,0.8541666875,0.25961538461538464,0.9326923076923077,0.7845528455284553,16,0.1458333125,0.1458333125,0.3326816428972898,0.1498596917302789,0.036532118608707816,0.3370692520007783,78.0,8.0,21.0,False,True,False,True,False
391,bfcl,bfcl-irrelevance-53,bfcl/bfcl-irrelevance-53,high_composite,0.7203975296962946,0.7203975296962946,medium,0.37500006249999995,0.8846153846153846,0.6778846153846154,0.983739837398374,16,0.6249999375,0.6249999375,0.4389856145612104,0.448721449576374,0.15566002854716063,0.19987071635137088,13.0,34.0,12.0,False,False,False,False,True
392,bfcl,bfcl-live-irrelevance-698-227-1,bfcl/bfcl-live-irrelevance-698-227-1,difficult;unique_unpredictable,0.6375859964528612,0.7175859964528613,hard,0.9166666875,0.23076923076923078,0.9423076923076923,0.6138211382113821,16,0.0833333125,0.0833333125,0.2499999791666788,0.2828256894820083,0.03298015731634798,0.34144717021793203,81.0,7.0,24.0,False,True,False,True,False
393,bfcl,bfcl-live-multiple-280-128-3,bfcl/bfcl-live-multiple-280-128-3,unique_unpredictable;high_composite,0.6741303210307223,0.7141303210307224,easy,0.22916668750000002,0.7403846153846154,0.8942307692307693,0.8943089430894309,16,0.7708333125,0.7708333125,0.3673998788880649,0.0144150903133546,0.11615727298843277,0.31949962818709654,28.0,12.0,17.0,False,False,False,True,True
394,bfcl,bfcl-simple-python-367,bfcl/bfcl-simple-python-367,unique_unpredictable;high_composite,0.6734248071646342,0.7134248071646342,medium,0.45833337500000004,0.47115384615384615,0.9903846153846154,0.975609756097561,16,0.541666625,0.541666625,0.4389856086289838,0.0115197540305017,0.06778810740113701,0.397166219829055,56.0,2.0,18.0,False,False,False,True,True
395,bfcl,bfcl-live-multiple-344-133-8,bfcl/bfcl-live-multiple-344-133-8,unique_unpredictable;high_composite,0.6663148895110225,0.7063148895110225,easy,0.16666668750000002,0.9134615384615384,0.8173076923076923,0.6707317073170732,16,0.8333333125,0.8333333125,0.2635232305805122,0.5381477448028871,0.17044919839864428,0.282862637186845,10.0,20.0,19.0,False,False,False,True,True
396,bfcl,bfcl-live-parallel-multiple-8-7-0,bfcl/bfcl-live-parallel-multiple-8-7-0,high_composite,0.6996130550246248,0.6996130550246248,easy,0.25000006249999995,0.9326923076923077,0.75,0.8211382113821138,16,0.7499999375,0.7499999375,0.3435922314718547,0.4165144999961743,0.19205909874175947,0.2407435392779841,8.0,27.0,14.0,False,False,False,False,True
397,bfcl,bfcl-live-multiple-563-155-3,bfcl/bfcl-live-multiple-563-155-3,difficult,0.656410266826923,0.6964102668269231,hard,0.770833375,0.5384615384615384,0.6009615384615384,0.8333333333333334,16,0.2291666249999999,0.2291666249999999,0.347985280160468,0.2155216299726789,0.07646056557742753,0.15237058090173017,49.0,43.0,20.0,False,True,False,False,False
398,bfcl,bfcl-multiple-190,bfcl/bfcl-multiple-190,unique_unpredictable,0.6411018553295028,0.6811018553295028,medium,0.3958333125,0.5961538461538461,0.8461538461538461,0.8130081300813008,16,0.6041666875,0.6041666875,0.3378599764922442,0.0733170029994571,0.08442218988054237,0.3012829733639871,43.0,17.0,23.0,False,False,False,True,False
