task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count
gaia2/gaia2-cli/0535_vq5aomyq8sw4ivw769trj64xc0evdg4x,gaia2,gaia2-cli/0535_vq5aomyq8sw4ivw769trj64xc0evdg4x,16,0,0.0,0.125,0.2319902416530704,0.0,0.666667,0.125,0.125,0.2319902416530704,0.28351667568648586,hard,0,0
gaia2/gaia2-cli/0564_ypwfbc08vasotmlepqmhr7wzbk53ntqv,gaia2,gaia2-cli/0564_ypwfbc08vasotmlepqmhr7wzbk53ntqv,16,0,0.0,0.1041666875,0.22726491784251446,0.0,0.666667,0.1041666875,0.1041666875,0.22726491784251446,0.31231536179146013,hard,0,0
gaia2/gaia2-cli/0565_2jrc925ifrssukl69pgrqd7ap2pt1zuz,gaia2,gaia2-cli/0565_2jrc925ifrssukl69pgrqd7ap2pt1zuz,16,0,0.0,0.041666625,0.11023952772138663,0.0,0.333333,0.041666625,0.041666625,0.11023952772138663,0.2801665828243414,frontier,0,0
gaia2/gaia2-cli/0567_ihcf0slwrivdml669k6oqsckk1xlo370,gaia2,gaia2-cli/0567_ihcf0slwrivdml669k6oqsckk1xlo370,16,0,0.0,0.0625,0.17554482650059786,0.0,0.666667,0.0625,0.0625,0.17554482650059786,0.2362359600203906,hard,0,0
gaia2/gaia2-cli/0571_1k1ppcoxefgravh34lzycqi20saehz8r,gaia2,gaia2-cli/0571_1k1ppcoxefgravh34lzycqi20saehz8r,16,0,0.0,0.2708333125,0.3947353334919042,0.0,1.0,0.2708333125,0.2708333125,0.3947353334919042,0.457452047772962,hard,0,0
gaia2/gaia2-cli/0574_3x70omb0stj3hf0lv7hw5a3rnd6xhyzi,gaia2,gaia2-cli/0574_3x70omb0stj3hf0lv7hw5a3rnd6xhyzi,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.333333,0.0208333125,0.0208333125,0.08068707235883481,0.0327824591961304,frontier,0,0
gaia2/gaia2-cli/0590_h0kx7alf8ojakqrh5l1z4s4znvg2fn5g,gaia2,gaia2-cli/0590_h0kx7alf8ojakqrh5l1z4s4znvg2fn5g,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0591_ki3cgrlql0qph5k418vxpvtxzttm72f1,gaia2,gaia2-cli/0591_ki3cgrlql0qph5k418vxpvtxzttm72f1,16,0,0.0,0.1249999375,0.26020819989324623,0.0,1.0,0.1249999375,0.1249999375,0.26020819989324623,0.3118248308130618,hard,0,0
gaia2/gaia2-cli/0601_mz4dh4tml93gims9dxwrcz7i16t0p5ud,gaia2,gaia2-cli/0601_mz4dh4tml93gims9dxwrcz7i16t0p5ud,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0603_pofr8ljj8zqoeamwjnrvlu23397rqasi,gaia2,gaia2-cli/0603_pofr8ljj8zqoeamwjnrvlu23397rqasi,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0620_23nfq5tjilb4u29n1o010ew0c35jo843,gaia2,gaia2-cli/0620_23nfq5tjilb4u29n1o010ew0c35jo843,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0626_cw20wcc87i9wq2c7i5yun18bbsybo9yr,gaia2,gaia2-cli/0626_cw20wcc87i9wq2c7i5yun18bbsybo9yr,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0631_dt84zx45n1yi4idssov7y0h0dwgtklu5,gaia2,gaia2-cli/0631_dt84zx45n1yi4idssov7y0h0dwgtklu5,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0636_rmskjxrfmi05z4zftlr3li5tr96qxeas,gaia2,gaia2-cli/0636_rmskjxrfmi05z4zftlr3li5tr96qxeas,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0639_b8jmhd3n7gjyw99jd3rhcmbea4baqfqg,gaia2,gaia2-cli/0639_b8jmhd3n7gjyw99jd3rhcmbea4baqfqg,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0643_750ea4udiytzv2211crwkewkhydnq5lx,gaia2,gaia2-cli/0643_750ea4udiytzv2211crwkewkhydnq5lx,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0644_2zmiyh1q3stoa9243ctp7ygwq87ffvkx,gaia2,gaia2-cli/0644_2zmiyh1q3stoa9243ctp7ygwq87ffvkx,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0653_vsec8bpjbdf8gz2yiiuap0aaixcd2whj,gaia2,gaia2-cli/0653_vsec8bpjbdf8gz2yiiuap0aaixcd2whj,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0657_ckq67khpa3sgw4jynmjz00j70m93xd2l,gaia2,gaia2-cli/0657_ckq67khpa3sgw4jynmjz00j70m93xd2l,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0690_1b9hg1u36ugt0cnr2ksoeabyob36ofbx,gaia2,gaia2-cli/0690_1b9hg1u36ugt0cnr2ksoeabyob36ofbx,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0707_i706q09ixk7eh1bghozdtp5b7mz9jb7n,gaia2,gaia2-cli/0707_i706q09ixk7eh1bghozdtp5b7mz9jb7n,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0720_up5rgapoxep1thccqw0zxs6qzf2pr6kf,gaia2,gaia2-cli/0720_up5rgapoxep1thccqw0zxs6qzf2pr6kf,16,0,0.0,0.00347225,0.013447966423868703,0.0,0.055556,0.00347225,0.00347225,0.013447966423868703,0.09307420589791338,frontier,0,0
gaia2/gaia2-cli/0724_fe18bzowaa0awdnps9482scuxwz5zm9i,gaia2,gaia2-cli/0724_fe18bzowaa0awdnps9482scuxwz5zm9i,16,0,0.0,0.0666666875,0.12638124641126483,0.0,0.433333,0.0666666875,0.0666666875,0.12638124641126483,0.2723746745136859,hard,0,0
gaia2/gaia2-cli/0734_58hy37kl1u9dtj8jk9olqh4qasmmarl7,gaia2,gaia2-cli/0734_58hy37kl1u9dtj8jk9olqh4qasmmarl7,16,0,0.0,0.1510416875,0.11109756547215535,0.0,0.25,0.1510416875,0.1510416875,0.11109756547215535,0.5951501216382469,hard,0,0
gaia2/gaia2-cli/0736_h853qmxlrtefdm3nyzmasfqlqpzaw18u,gaia2,gaia2-cli/0736_h853qmxlrtefdm3nyzmasfqlqpzaw18u,16,0,0.0,0.4687498125,0.3513469186755127,0.0,0.944444,0.4687498125,0.4687498125,0.3513469186755127,0.7318974307905217,medium,0,0
gaia2/gaia2-cli/0741_0uetwq6bp7jrofwsyy9uel4puv0c3kb2,gaia2,gaia2-cli/0741_0uetwq6bp7jrofwsyy9uel4puv0c3kb2,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0752_b5jn0068aw58wxmfwdxp4jl3hly1yrxd,gaia2,gaia2-cli/0752_b5jn0068aw58wxmfwdxp4jl3hly1yrxd,16,0,0.0,0.2541666875,0.25735703791685943,0.0,0.866667,0.2541666875,0.2541666875,0.25735703791685943,0.4243238759975872,hard,0,0
gaia2/gaia2-cli/0769_o9y8sx93prlp5f4zwoxm45ue6smjzm58,gaia2,gaia2-cli/0769_o9y8sx93prlp5f4zwoxm45ue6smjzm58,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0777_y3r2nol0ujohv1z7evrnx8llf1ce5hjh,gaia2,gaia2-cli/0777_y3r2nol0ujohv1z7evrnx8llf1ce5hjh,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0781_5zicvzatjwmvh9vk23wpmgsyv3wpm04t,gaia2,gaia2-cli/0781_5zicvzatjwmvh9vk23wpmgsyv3wpm04t,16,0,0.0,0.0338541875,0.1311167043868833,0.0,0.541667,0.0338541875,0.0338541875,0.1311167043868833,0.17185616916157923,frontier,0,0
gaia2/gaia2-cli/0787_d2ljdpgaj90leipexeolvajdowbmoxxk,gaia2,gaia2-cli/0787_d2ljdpgaj90leipexeolvajdowbmoxxk,16,0,0.0,0.21794875,0.2673930872637464,0.0,0.74359,0.21794875,0.21794875,0.2673930872637464,0.5007698065127337,hard,0,0
gaia2/gaia2-cli/0802_k8uzg7pa8rk1256zjuo1mwf0aer6cdbj,gaia2,gaia2-cli/0802_k8uzg7pa8rk1256zjuo1mwf0aer6cdbj,16,0,0.0,0.25,0.21154930400440933,0.0,0.611111,0.25,0.25,0.21154930400440933,0.5856260337464221,hard,0,0
gaia2/gaia2-cli/0814_exk4hsyya2bywhq5fw5p5m8xp5099i8r,gaia2,gaia2-cli/0814_exk4hsyya2bywhq5fw5p5m8xp5099i8r,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0836_fmb7fdp4py1yzn1gziwg9fh7zs1sonu7,gaia2,gaia2-cli/0836_fmb7fdp4py1yzn1gziwg9fh7zs1sonu7,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0839_qzbbmodm59ofwuoqr78y848y1u7cdwfc,gaia2,gaia2-cli/0839_qzbbmodm59ofwuoqr78y848y1u7cdwfc,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0857_l115ixer60dr5v00hxk5lchc0l83w62e,gaia2,gaia2-cli/0857_l115ixer60dr5v00hxk5lchc0l83w62e,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0863_77j2gnywa1mxhzecvsrep6ejbvj2tzra,gaia2,gaia2-cli/0863_77j2gnywa1mxhzecvsrep6ejbvj2tzra,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0881_mduqmxz8ehigao1nde23ph2oeyeqqo2z,gaia2,gaia2-cli/0881_mduqmxz8ehigao1nde23ph2oeyeqqo2z,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0898_h47f9xaz8othydwkcxky3us1ucsllkl0,gaia2,gaia2-cli/0898_h47f9xaz8othydwkcxky3us1ucsllkl0,16,0,0.0,0.0052083125,0.020171707574343917,0.0,0.083333,0.0052083125,0.0052083125,0.020171707574343917,0.210443033165086,frontier,0,0
gaia2/gaia2-cli/0921_92cwy9d3m4rlm3x8ifmm7fkey975fqkq,gaia2,gaia2-cli/0921_92cwy9d3m4rlm3x8ifmm7fkey975fqkq,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0923_2wfq9q28b9s3133ql6wi1tkjvovrobwi,gaia2,gaia2-cli/0923_2wfq9q28b9s3133ql6wi1tkjvovrobwi,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0937_nrl2qrvpwiq9mby9qwcajt1yafjeygbi,gaia2,gaia2-cli/0937_nrl2qrvpwiq9mby9qwcajt1yafjeygbi,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0938_c0z8k5bduwb35otlxlk83v2ax8h9ruep,gaia2,gaia2-cli/0938_c0z8k5bduwb35otlxlk83v2ax8h9ruep,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0944_pivnn6sy5oe8huz2lxzhyex22eyvb22l,gaia2,gaia2-cli/0944_pivnn6sy5oe8huz2lxzhyex22eyvb22l,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gaia2/gaia2-cli/0972_dhhwqrrwlcuk0qefe3m3dpusvcj5cuxo,gaia2,gaia2-cli/0972_dhhwqrrwlcuk0qefe3m3dpusvcj5cuxo,16,0,0.0,0.047619,0.05832112603079609,0.0,0.142857,0.047619,0.047619,0.05832112603079609,0.4123449625625311,frontier,0,0
gaia2/gaia2-cli/0998_zzkcww1uftksx1aichwydu5391h2gfym,gaia2,gaia2-cli/0998_zzkcww1uftksx1aichwydu5391h2gfym,16,0,0.0,0.0078125625,0.016263145724954128,0.0,0.041667,0.0078125625,0.0078125625,0.016263145724954128,0.17764704342025833,frontier,0,0
gaia2/gaia2/0944_pivnn6sy5oe8huz2lxzhyex22eyvb22l,gaia2,gaia2/0944_pivnn6sy5oe8huz2lxzhyex22eyvb22l,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
gpqa-diamond/0,gpqa-diamond,0,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
gpqa-diamond/1,gpqa-diamond,1,16,0,0.0,0.875,0.23199024165307042,0.333333,1.0,0.875,0.875,0.23199024165307042,0.08331085604654542,easy,0,0
gpqa-diamond/10,gpqa-diamond,10,16,0,0.0,0.8541666875,0.23477978563558202,0.333333,1.0,0.8541666875,0.8541666875,0.23477978563558202,-0.03928186667419992,easy,0,0
gpqa-diamond/100,gpqa-diamond,100,16,0,0.0,0.791666625,0.3703414856213578,0.0,1.0,0.791666625,0.791666625,0.3703414856213578,-0.07834582474768849,easy,0,0
gpqa-diamond/101,gpqa-diamond,101,16,0,0.0,0.8958334375,0.15450398064369117,0.666667,1.0,0.8958334375,0.8958334375,0.15450398064369117,-0.05832479031461406,easy,0,0
gpqa-diamond/102,gpqa-diamond,102,16,0,0.0,0.18749993750000002,0.28792238748542737,0.0,1.0,0.18749993750000002,0.18749993750000002,0.28792238748542737,0.33041459209124907,hard,0,0
gpqa-diamond/103,gpqa-diamond,103,16,0,0.0,0.9375,0.17554482650059786,0.333333,1.0,0.9375,0.9375,0.17554482650059786,0.5184302928229839,easy,0,0
gpqa-diamond/104,gpqa-diamond,104,16,0,0.0,0.9166666875,0.24999997916667882,0.0,1.0,0.9166666875,0.9166666875,0.24999997916667882,0.2125879269989247,easy,0,0
gpqa-diamond/105,gpqa-diamond,105,16,0,0.0,0.8125,0.35293906855309315,0.0,1.0,0.8125,0.8125,0.35293906855309315,0.48708933954431954,easy,0,0
gpqa-diamond/106,gpqa-diamond,106,16,0,0.0,0.145833375,0.2626984468137552,0.0,0.666667,0.145833375,0.145833375,0.2626984468137552,-0.05755796428073929,hard,0,0
gpqa-diamond/107,gpqa-diamond,107,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.1782739981191651,saturated,0,0
gpqa-diamond/108,gpqa-diamond,108,16,0,0.0,0.7708334374999999,0.327421501141489,0.0,1.0,0.7708334374999999,0.7708334374999999,0.327421501141489,-0.0679951062383843,easy,0,0
gpqa-diamond/109,gpqa-diamond,109,16,0,0.0,0.91666675,0.14433742295983915,0.666667,1.0,0.91666675,0.91666675,0.14433742295983915,0.2911997436264391,easy,0,0
gpqa-diamond/11,gpqa-diamond,11,16,0,0.0,0.958333375,0.11023952772138663,0.666667,1.0,0.958333375,0.958333375,0.11023952772138663,0.6950619913822059,saturated,0,0
gpqa-diamond/110,gpqa-diamond,110,16,0,0.0,0.7916666875,0.30900830681486513,0.0,1.0,0.7916666875,0.7916666875,0.30900830681486513,0.51182331803845,easy,0,0
gpqa-diamond/111,gpqa-diamond,111,16,0,0.0,0.958333375,0.11023952772138663,0.666667,1.0,0.958333375,0.958333375,0.11023952772138663,0.2747438767075857,saturated,0,0
gpqa-diamond/112,gpqa-diamond,112,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.41293198106391144,saturated,0,0
gpqa-diamond/113,gpqa-diamond,113,16,0,0.0,0.25,0.3996526443189448,0.0,1.0,0.25,0.25,0.3996526443189448,0.39817066747730256,hard,0,0
gpqa-diamond/114,gpqa-diamond,114,16,0,0.0,0.958333375,0.11023952772138663,0.666667,1.0,0.958333375,0.958333375,0.11023952772138663,0.5370873994305115,saturated,0,0
gpqa-diamond/115,gpqa-diamond,115,16,0,0.0,0.43750006249999995,0.4202967381390303,0.0,1.0,0.43750006249999995,0.43750006249999995,0.4202967381390303,0.22448576916237528,medium,0,0
gpqa-diamond/116,gpqa-diamond,116,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.1782739981191651,saturated,0,0
gpqa-diamond/117,gpqa-diamond,117,16,0,0.0,0.9375000625000001,0.13010399486250832,0.666667,1.0,0.9375000625000001,0.9375000625000001,0.13010399486250832,0.8021655224505614,easy,0,0
gpqa-diamond/118,gpqa-diamond,118,16,0,0.0,0.5625,0.3673999107845564,0.0,1.0,0.5625,0.5625,0.3673999107845564,0.151059351680604,medium,0,0
gpqa-diamond/119,gpqa-diamond,119,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
gpqa-diamond/12,gpqa-diamond,12,16,0,0.0,0.708333375,0.3510896084968685,0.0,1.0,0.708333375,0.708333375,0.3510896084968685,-0.030864347959811914,easy,0,0
gpqa-diamond/120,gpqa-diamond,120,16,0,0.0,0.6041666875,0.37673216959030037,0.0,1.0,0.6041666875,0.6041666875,0.37673216959030037,0.6072240610148791,medium,0,0
gpqa-diamond/121,gpqa-diamond,121,16,0,0.0,0.6250000625,0.3307189847514935,0.0,1.0,0.6250000625,0.6250000625,0.3307189847514935,0.06587739324362128,medium,0,0
gpqa-diamond/122,gpqa-diamond,122,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.1782739981191651,saturated,0,0
gpqa-diamond/123,gpqa-diamond,123,16,0,0.0,0.9583333125,0.16137438677912877,0.333333,1.0,0.9583333125,0.9583333125,0.16137438677912877,0.1782739981191651,saturated,0,0
gpqa-diamond/124,gpqa-diamond,124,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
gpqa-diamond/125,gpqa-diamond,125,16,0,0.0,0.7708333125,0.327421604537773,0.0,1.0,0.7708333125,0.7708333125,0.327421604537773,0.29215471706005874,easy,0,0
gpqa-diamond/126,gpqa-diamond,126,16,0,0.0,0.5833333125,0.4487637610084674,0.0,1.0,0.5833333125,0.5833333125,0.4487637610084674,0.5152777996756129,medium,0,0
gpqa-diamond/127,gpqa-diamond,127,16,0,0.0,0.77083325,0.30547677330332745,0.333333,1.0,0.77083325,0.77083325,0.30547677330332745,0.6460334244615443,easy,0,0
gpqa-diamond/128,gpqa-diamond,128,16,0,0.0,0.791666625,0.33071899262570237,0.0,1.0,0.791666625,0.791666625,0.33071899262570237,0.7495216886902075,easy,0,0
gpqa-diamond/129,gpqa-diamond,129,16,0,0.0,0.7500000625,0.3435921405210087,0.0,1.0,0.7500000625,0.7500000625,0.3435921405210087,0.36802895287695486,easy,0,0
gpqa-diamond/13,gpqa-diamond,13,16,0,0.0,0.9375000625000001,0.13010399486250832,0.666667,1.0,0.9375000625000001,0.9375000625000001,0.13010399486250832,0.08993295176964126,easy,0,0
gpqa-diamond/130,gpqa-diamond,130,16,0,0.0,0.2708333125,0.3947353334919042,0.0,1.0,0.2708333125,0.2708333125,0.3947353334919042,0.4273054537184138,hard,0,0
gpqa-diamond/131,gpqa-diamond,131,16,0,0.0,0.5416665625,0.3510896752533405,0.0,1.0,0.5416665625,0.5416665625,0.3510896752533405,0.5523279794278146,medium,0,0
gpqa-diamond/132,gpqa-diamond,132,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,-0.037560384014377377,saturated,0,0
gpqa-diamond/133,gpqa-diamond,133,16,0,0.0,0.8333333125,0.35355342005606427,0.0,1.0,0.8333333125,0.8333333125,0.35355342005606427,-0.15233895555272015,easy,0,0
gpqa-diamond/134,gpqa-diamond,134,16,0,0.0,0.9583333125,0.16137438677912877,0.333333,1.0,0.9583333125,0.9583333125,0.16137438677912877,-0.03756038401437738,saturated,0,0
gpqa-diamond/135,gpqa-diamond,135,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
gpqa-diamond/136,gpqa-diamond,136,16,0,0.0,0.8958333125,0.22726491784251446,0.333333,1.0,0.8958333125,0.8958333125,0.22726491784251446,0.9042268302631153,easy,0,0
gpqa-diamond/137,gpqa-diamond,137,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
gpqa-diamond/138,gpqa-diamond,138,16,0,0.0,0.708333375,0.3886408072801406,0.0,1.0,0.708333375,0.708333375,0.3886408072801406,0.8565335058722113,easy,0,0
gpqa-diamond/139,gpqa-diamond,139,16,0,0.0,0.7291666875,0.3578242859534409,0.0,1.0,0.7291666875,0.7291666875,0.3578242859534409,0.6976548306206493,easy,0,0
gpqa-diamond/14,gpqa-diamond,14,16,0,0.0,0.958333375,0.11023952772138663,0.666667,1.0,0.958333375,0.958333375,0.11023952772138663,0.10299181970228555,saturated,0,0
gpqa-diamond/140,gpqa-diamond,140,16,0,0.0,0.7291667500000001,0.3378598955599976,0.0,1.0,0.7291667500000001,0.7291667500000001,0.3378598955599976,0.8845900916902978,easy,0,0
gpqa-diamond/141,gpqa-diamond,141,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
gpqa-diamond/142,gpqa-diamond,142,16,0,0.0,0.458333375,0.4389856086289838,0.0,1.0,0.458333375,0.458333375,0.4389856086289838,0.3293025206291086,medium,0,0
gpqa-diamond/143,gpqa-diamond,143,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,-0.09307420589791336,saturated,0,0
gpqa-diamond/144,gpqa-diamond,144,16,0,0.0,0.72916675,0.3378598955599976,0.0,1.0,0.72916675,0.72916675,0.3378598955599976,0.9155471026856978,easy,0,0
gpqa-diamond/145,gpqa-diamond,145,16,0,0.0,0.14583325,0.20305817276783641,0.0,0.666667,0.14583325,0.14583325,0.20305817276783641,-0.0667637796742243,hard,0,0
gpqa-diamond/146,gpqa-diamond,146,16,0,0.0,0.91666675,0.14433742295983915,0.666667,1.0,0.91666675,0.91666675,0.14433742295983915,0.7434008067012281,easy,0,0
gpqa-diamond/147,gpqa-diamond,147,16,0,0.0,0.31249987500000004,0.32207553084561447,0.0,1.0,0.31249987500000004,0.31249987500000004,0.32207553084561447,0.2175907436438646,medium,0,0
gpqa-diamond/148,gpqa-diamond,148,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
gpqa-diamond/149,gpqa-diamond,149,16,0,0.0,0.833333375,0.288675134594858,0.0,1.0,0.833333375,0.833333375,0.288675134594858,0.8422209788935828,easy,0,0
gpqa-diamond/15,gpqa-diamond,15,16,0,0.0,0.5,0.40824834149494715,0.0,1.0,0.5,0.5,0.40824834149494715,0.5155019901493837,medium,0,0
gpqa-diamond/150,gpqa-diamond,150,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,-0.03273165774531588,saturated,0,0
gpqa-diamond/151,gpqa-diamond,151,16,0,0.0,0.9375000625,0.13010399486250832,0.666667,1.0,0.9375000625,0.9375000625,0.13010399486250832,-0.043244349931018986,easy,0,0
gpqa-diamond/152,gpqa-diamond,152,16,0,0.0,0.7708333125,0.367399878888065,0.0,1.0,0.7708333125,0.7708333125,0.367399878888065,0.7430372991501861,easy,0,0
gpqa-diamond/153,gpqa-diamond,153,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.7713614692119415,saturated,0,0
gpqa-diamond/154,gpqa-diamond,154,16,0,0.0,0.9791666875,0.08068707235883481,0.666667,1.0,0.9791666875,0.9791666875,0.08068707235883481,0.1782739981191651,saturated,0,0
gpqa-diamond/155,gpqa-diamond,155,16,0,0.0,0.8750000625000001,0.2602081998932463,0.0,1.0,0.8750000625000001,0.8750000625000001,0.2602081998932463,0.3832177646709911,easy,0,0
gpqa-diamond/156,gpqa-diamond,156,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
gpqa-diamond/157,gpqa-diamond,157,16,0,0.0,0.541666625,0.43898560862898384,0.0,1.0,0.541666625,0.541666625,0.43898560862898384,0.45328293041967815,medium,0,0
gpqa-diamond/158,gpqa-diamond,158,16,0,0.0,0.85416675,0.20305817276783641,0.333333,1.0,0.85416675,0.85416675,0.20305817276783641,0.16962545620689523,easy,0,0
gpqa-diamond/159,gpqa-diamond,159,16,0,0.0,0.7916666875,0.35108958624468606,0.0,1.0,0.7916666875,0.7916666875,0.35108958624468606,0.34464473212812763,easy,0,0
gpqa-diamond/16,gpqa-diamond,16,16,0,0.0,0.9583333125,0.16137438677912877,0.333333,1.0,0.9583333125,0.9583333125,0.16137438677912877,0.7713614692119416,saturated,0,0
gpqa-diamond/160,gpqa-diamond,160,16,0,0.0,0.0624999375,0.13010399486250834,0.0,0.333333,0.0624999375,0.0624999375,0.13010399486250834,-0.040757286525646294,hard,0,0
gpqa-diamond/161,gpqa-diamond,161,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,saturated,0,0
gpqa-diamond/162,gpqa-diamond,162,16,0,0.0,0.5208332499999999,0.4077164259970556,0.0,1.0,0.5208332499999999,0.5208332499999999,0.4077164259970556,0.5246646161362248,medium,0,0
gpqa-diamond/163,gpqa-diamond,163,16,0,0.0,0.9166666875,0.1863390074419869,0.333333,1.0,0.9166666875,0.9166666875,0.1863390074419869,0.7289496467053989,easy,0,0
gpqa-diamond/164,gpqa-diamond,164,16,0,0.0,0.499999875,0.37267807078561027,0.0,1.0,0.499999875,0.499999875,0.37267807078561027,0.11288699615876917,medium,0,0
gpqa-diamond/165,gpqa-diamond,165,16,0,0.0,0.875,0.2319902416530704,0.333333,1.0,0.875,0.875,0.2319902416530704,0.7160619282054106,easy,0,0
gpqa-diamond/166,gpqa-diamond,166,16,0,0.0,0.8125000625,0.33268162724169725,0.0,1.0,0.8125000625,0.8125000625,0.33268162724169725,0.5033270202579972,easy,0,0
gpqa-diamond/167,gpqa-diamond,167,16,0,0.0,0.0208333125,0.08068707235883481,0.0,0.333333,0.0208333125,0.0208333125,0.08068707235883481,0.220550961257328,frontier,0,0
gpqa-diamond/168,gpqa-diamond,168,16,0,0.0,0.9166666875,0.1863390074419869,0.333333,1.0,0.9166666875,0.9166666875,0.1863390074419869,0.305411090135156,easy,0,0
